Person id,Area,Arch_Lenght,Foot_Lenght,Standard_Deviation
9,2905.03125,301.1574516519904,111.0625,126.31459414575897
10,2770.2,298.94784742593765,111.0,126.9619012918848
11,2585.0666666666666,271.0629030386607,101.93333333333334,124.81032169540863
12,2417.923076923077,276.5216982089556,101.46153846153847,127.44504560997107
13,2891.775,300.1960185885429,114.1,126.24364048423922
14,2659.9166666666665,289.66077221433324,109.16666666666667,126.06725510732994
15,2478.0333333333333,281.65816520055137,105.06666666666666,127.15573744922192
16,2882.45,300.42652720212936,112.3,126.67304668875558
17,2920.95,288.02165005207064,109.0,122.8458538392338
18,2925.625,279.3175392970443,107.0,124.80499054223158
19,2504.1071428571427,283.00488828761235,104.07142857142857,127.27364588748108
20,1839.6315789473683,242.29294258669802,87.94736842105263,127.22567768048744
21,2887.475,307.55287262201307,114.45,126.75690656426802
22,2779.4545454545455,287.51585751230067,106.18181818181819,127.17273901609565
24,2959.5666666666666,306.39048810005187,113.93333333333334,126.99575511197347
25,2940.95,287.12703253030776,111.3,124.47808505795587
26,2742.1,296.767948448658,108.8,127.1163766036309
27,2836.9545454545455,287.8886307477951,105.9090909090909,126.05090366914517
28,2579.722222222222,281.7274950345357,104.83333333333333,126.47005516598378
29,3036.8611111111113,298.84960863987607,112.61111111111111,127.38506011677022
30,2708.45,299.0206396102905,110.6,127.11890108989404
31,2089.1875,243.39875345677137,87.5,126.60313762439694
32,2660.5833333333335,292.33928342660266,106.75,126.55636062037796
33,2780.55,299.77799904346466,111.6,126.80229743886959
34,3120.9444444444443,338.8829455706808,125.11111111111111,127.28083895410445
35,2471.6315789473683,280.44384222909025,102.26315789473684,126.35596507067868
36,1761.3636363636363,227.53504977443,80.9090909090909,127.3429367042547
37,2579.25,276.6927177548408,102.8,127.02680936986526
38,3052.3333333333335,305.1687612930934,113.93333333333334,127.16176915549097
39,2494.2,280.38838645617165,99.26666666666667,127.25551853078541
40,2745.5666666666666,294.5150193452835,110.6,126.31042788482861
41,2713.9,296.3880494952202,112.7,126.63052186605869
42,1929.275,222.73062957525252,81.3,126.90378664988674
43,2663.75,289.66364633043605,109.75,124.79569893906258
44,2406.0333333333333,272.1859479745229,104.13333333333334,126.45230620966464
45,2754.266666666667,293.3785738388697,110.46666666666667,126.7843626757077
46,2660.53125,288.5110050588846,105.5,125.11548961584221
47,2649.9333333333334,293.3060197591782,107.33333333333333,127.13930709598414
48,2643.6,294.5738361120224,112.1,126.56176124276814
49,2418.75,284.5294709086418,105.3,127.40655097796514
51,2324.675,274.5776419878006,101.1,127.02932170816568
52,1217.15,167.9822496831417,60.4,126.65888236237556
53,946.175,134.69244851469995,46.35,127.18268925172153
54,2376.35,288.5370828986168,110.3,126.74605968826953
55,2764.9666666666667,271.8931535164515,106.0,123.12692139493963
56,2325.625,284.32738943099974,106.8,127.31357511643832
57,2732.133333333333,288.2187759081523,108.53333333333333,126.22783236635662
58,2752.45,308.6726167619228,113.15,127.01063194399693
59,2286.0,271.83447598616283,97.73333333333333,126.8668618858756
60,2711.9615384615386,282.7251338775341,106.07692307692308,126.42203835508248
61,2627.5,296.0700794458389,108.75,126.98096856834857
62,693.25,104.7766587138176,35.1,127.24764529074318
63,3169.342105263158,313.70737594052366,117.10526315789474,125.19777350752818
64,1816.15,241.1162677884102,83.6,126.60294022047093
65,2553.681818181818,292.9666183753447,109.0,126.47896696605342
66,1396.5,181.6297965976927,62.333333333333336,126.93195128007106
67,2717.725,289.88819777965546,104.85,125.41916776918761
68,1972.3055555555557,244.43380825387106,87.77777777777777,127.20052419876585
69,1195.875,160.75052192807198,57.95,127.14151901125213
70,2519.318181818182,289.1591410420158,107.27272727272727,126.68782541004235
71,3038.96875,282.29196675121784,111.3125,123.34032976913993
72,2888.35,300.5265271961689,113.55,127.14169635948004
73,1123.55,148.1472212076187,49.65,127.35163764159887
74,3110.4666666666667,308.27400447527566,116.73333333333333,125.80091862114445
75,2726.4666666666667,293.8472030480703,107.2,126.52792910539856
76,2474.5555555555557,274.12072865168255,100.33333333333333,127.23023915377058
77,2182.0,252.26686964536967,92.05263157894737,127.23455835631529
78,2829.325,296.9261701285839,109.7,125.60324177102102
79,1695.2,209.76881980895996,76.33333333333333,127.11140456805356
80,2691.075,297.16464774608613,110.0,126.51680739519269
82,2995.766666666667,288.0424651622772,105.93333333333334,125.71303458600593
83,2864.366666666667,288.03298955758413,110.26666666666667,125.98688087272045
84,1890.235294117647,225.2022901352714,81.47058823529412,126.49144839051162
85,2791.85,292.4228693127632,106.55,126.15634465274144
87,2234.9666666666667,260.3634083191554,92.4,127.28730646362217
88,1429.6923076923076,184.4357850093108,63.61538461538461,127.39766667345526
89,2937.875,312.65114815831186,114.95,127.14604024963849
90,2842.7,303.9963755965233,111.9,126.78374904331653
94,2660.8,278.9517724911372,104.06666666666666,127.03883913396493
95,2522.5789473684213,280.63011084732256,107.21052631578948,126.23572397604687
96,2350.15,269.39322299957274,101.35,126.61109976435458
97,1189.090909090909,171.674588766965,61.45454545454545,126.90569303001338
98,1330.15,181.74915442466735,65.9,127.1096115811553
99,2070.464285714286,261.80778483833586,94.28571428571429,127.28039515174414
100,1656.2272727272727,233.00408444621345,84.72727272727273,127.23523699452252
101,2664.0384615384614,263.2511748075485,102.0,124.32508238312143
102,2552.6,300.6081505537033,110.8,127.25619239872881
103,2124.1,263.83170065879824,97.12,126.41471215808208
